city,region,industry,month,year,time_point,date,sex,grimbleth_ppm,population,temperature,cases
Blythwick,Westridinge,Secondary,Jan,2016,1,2016-01-01,M,1.14,64758,16.529522566525984,6
Blythwick,Westridinge,Secondary,Jan,2016,1,2016-01-01,F,1.14,64758,16.529522566525984,5
Blythwick,Westridinge,Secondary,Feb,2016,2,2016-02-01,M,1.05,65384.159129262196,8.350131915756688,6
Blythwick,Westridinge,Secondary,Feb,2016,2,2016-02-01,F,1.05,65384.159129262196,8.350131915756688,5
Blythwick,Westridinge,Secondary,Mar,2016,3,2016-03-01,M,1.03,67058.63912306272,1.057050559526059,2
Blythwick,Westridinge,Secondary,Mar,2016,3,2016-03-01,F,1.03,67058.63912306272,1.057050559526059,2
Blythwick,Westridinge,Secondary,Apr,2016,4,2016-04-01,M,1.02,65952.27753135648,-2.2801372368605994,24
Blythwick,Westridinge,Secondary,Apr,2016,4,2016-04-01,F,1.02,65952.27753135648,-2.2801372368605994,16
Blythwick,Westridinge,Secondary,May,2016,5,2016-05-01,M,0.9,67137.68840040118,-1.9474924368316469,7
Blythwick,Westridinge,Secondary,May,2016,5,2016-05-01,F,0.9,67137.68840040118,-1.9474924368316469,5
Blythwick,Westridinge,Secondary,Jun,2016,6,2016-06-01,M,0.93,65869.81386902813,-0.6930372422941999,11
Blythwick,Westridinge,Secondary,Jun,2016,6,2016-06-01,F,0.93,65869.81386902813,-0.6930372422941999,8
Blythwick,Westridinge,Secondary,Jul,2016,7,2016-07-01,M,1.4,67470.13503109272,8.078860651997566,13
Blythwick,Westridinge,Secondary,Jul,2016,7,2016-07-01,F,1.4,67470.13503109272,8.078860651997566,9
Blythwick,Westridinge,Secondary,Aug,2016,8,2016-08-01,M,2.39,63946.141232480964,22.35622768875317,31
Blythwick,Westridinge,Secondary,Aug,2016,8,2016-08-01,F,2.39,63946.141232480964,22.35622768875317,21
Blythwick,Westridinge,Secondary,Sep,2016,9,2016-09-01,M,2.81,67623.75480576139,23.192066514241468,19
Blythwick,Westridinge,Secondary,Sep,2016,9,2016-09-01,F,2.81,67623.75480576139,23.192066514241468,13
Blythwick,Westridinge,Secondary,Oct,2016,10,2016-10-01,M,6.17,63259.12554830935,36.8477027830888,0
Blythwick,Westridinge,Secondary,Oct,2016,10,2016-10-01,F,6.17,63259.12554830935,36.8477027830888,1
Blythwick,Westridinge,Secondary,Nov,2016,11,2016-11-01,M,5.75,64216.998069029825,32.45050004680793,45
Blythwick,Westridinge,Secondary,Nov,2016,11,2016-11-01,F,5.75,64216.998069029825,32.45050004680793,30
Blythwick,Westridinge,Secondary,Dec,2016,12,2016-12-01,M,4.54,64622.62654939793,24.63195948379754,49
Blythwick,Westridinge,Secondary,Dec,2016,12,2016-12-01,F,4.54,64622.62654939793,24.63195948379754,33
Blythwick,Westridinge,Secondary,Jan,2017,13,2017-01-01,M,3.33,64676.232572740984,17.694021983131247,8
Blythwick,Westridinge,Secondary,Jan,2017,13,2017-01-01,F,3.33,64676.232572740984,17.694021983131247,6
Blythwick,Westridinge,Secondary,Feb,2017,14,2017-02-01,M,2.17,63815.24769090135,11.210819428602427,16
Blythwick,Westridinge,Secondary,Feb,2017,14,2017-02-01,F,2.17,63815.24769090135,11.210819428602427,12
Blythwick,Westridinge,Secondary,Mar,2017,15,2017-03-01,M,1.12,63142.227867372145,1.2634686074037509,16
Blythwick,Westridinge,Secondary,Mar,2017,15,2017-03-01,F,1.12,63142.227867372145,1.2634686074037509,11
Blythwick,Westridinge,Secondary,Apr,2017,16,2017-04-01,M,0.61,65500.8534670233,-5.318216781585387,30
Blythwick,Westridinge,Secondary,Apr,2017,16,2017-04-01,F,0.61,65500.8534670233,-5.318216781585387,21
Blythwick,Westridinge,Secondary,May,2017,17,2017-05-01,M,0.76,67329.91964872454,-4.01181811950389,5
Blythwick,Westridinge,Secondary,May,2017,17,2017-05-01,F,0.76,67329.91964872454,-4.01181811950389,4
Blythwick,Westridinge,Secondary,Jun,2017,18,2017-06-01,M,0.94,67719.39452450674,-0.7246231467968087,42
Blythwick,Westridinge,Secondary,Jun,2017,18,2017-06-01,F,0.94,67719.39452450674,-0.7246231467968087,28
Blythwick,Westridinge,Secondary,Jul,2017,19,2017-07-01,M,2.28,64523.32180692405,8.992784042952835,10
Blythwick,Westridinge,Secondary,Jul,2017,19,2017-07-01,F,2.28,64523.32180692405,8.992784042952835,7
Blythwick,Westridinge,Secondary,Aug,2017,20,2017-08-01,M,7.39,67511.3345442256,19.653379630876326,4
Blythwick,Westridinge,Secondary,Aug,2017,20,2017-08-01,F,7.39,67511.3345442256,19.653379630876326,4
Blythwick,Westridinge,Secondary,Sep,2017,21,2017-09-01,M,21.27,65672.69609890904,28.394365435075716,8
Blythwick,Westridinge,Secondary,Sep,2017,21,2017-09-01,F,21.27,65672.69609890904,28.394365435075716,6
Blythwick,Westridinge,Secondary,Oct,2017,22,2017-10-01,M,70.46,66256.41517450634,38.37039109150679,61
Blythwick,Westridinge,Secondary,Oct,2017,22,2017-10-01,F,70.46,66256.41517450634,38.37039109150679,41
Blythwick,Westridinge,Secondary,Nov,2017,23,2017-11-01,M,66.79,67002.18287564401,36.500731339389816,6
Blythwick,Westridinge,Secondary,Nov,2017,23,2017-11-01,F,66.79,67002.18287564401,36.500731339389816,5
Blythwick,Westridinge,Secondary,Dec,2017,24,2017-12-01,M,37.86,66919.92444421313,29.907343087613512,4
Blythwick,Westridinge,Secondary,Dec,2017,24,2017-12-01,F,37.86,66919.92444421313,29.907343087613512,3
Blythwick,Westridinge,Secondary,Jan,2018,25,2018-01-01,M,14.78,66407.5226224019,21.64144058698615,15
Blythwick,Westridinge,Secondary,Jan,2018,25,2018-01-01,F,14.78,66407.5226224019,21.64144058698615,11
Blythwick,Westridinge,Secondary,Feb,2018,26,2018-02-01,M,3.17,64215.06692040626,9.27458767165424,3
Blythwick,Westridinge,Secondary,Feb,2018,26,2018-02-01,F,3.17,64215.06692040626,9.27458767165424,2
Blythwick,Westridinge,Secondary,Mar,2018,27,2018-03-01,M,1.08,66154.91350791905,0.9814766843311039,6
Blythwick,Westridinge,Secondary,Mar,2018,27,2018-03-01,F,1.08,66154.91350791905,0.9814766843311039,4
Blythwick,Westridinge,Secondary,Apr,2018,28,2018-04-01,M,0.55,67804.2392717392,-4.2070856558109035,10
Blythwick,Westridinge,Secondary,Apr,2018,28,2018-04-01,F,0.55,67804.2392717392,-4.2070856558109035,8
Blythwick,Westridinge,Secondary,May,2018,29,2018-05-01,M,0.43,63383.68882430568,-5.460455710472848,12
Blythwick,Westridinge,Secondary,May,2018,29,2018-05-01,F,0.43,63383.68882430568,-5.460455710472848,8
Blythwick,Westridinge,Secondary,Jun,2018,30,2018-06-01,M,1.04,67004.8703853738,0.33950001679771796,4
Blythwick,Westridinge,Secondary,Jun,2018,30,2018-06-01,F,1.04,67004.8703853738,0.33950001679771796,4
Blythwick,Westridinge,Secondary,Jul,2018,31,2018-07-01,M,5.57,65071.817663691494,10.809330550127413,21
Blythwick,Westridinge,Secondary,Jul,2018,31,2018-07-01,F,5.57,65071.817663691494,10.809330550127413,14
Blythwick,Westridinge,Secondary,Aug,2018,32,2018-08-01,M,29.44,66981.65661597166,20.71353226437625,19
Blythwick,Westridinge,Secondary,Aug,2018,32,2018-08-01,F,29.44,66981.65661597166,20.71353226437625,14
Blythwick,Westridinge,Secondary,Sep,2018,33,2018-09-01,M,72.89,67279.51193924893,26.3338416155446,16
Blythwick,Westridinge,Secondary,Sep,2018,33,2018-09-01,F,72.89,67279.51193924893,26.3338416155446,12
Blythwick,Westridinge,Secondary,Oct,2018,34,2018-10-01,M,545.25,65062.505411080085,36.961688597846084,13
Blythwick,Westridinge,Secondary,Oct,2018,34,2018-10-01,F,545.25,65062.505411080085,36.961688597846084,9
Blythwick,Westridinge,Secondary,Nov,2018,35,2018-11-01,M,331.31,66132.30864144344,33.385376177596946,8
Blythwick,Westridinge,Secondary,Nov,2018,35,2018-11-01,F,331.31,66132.30864144344,33.385376177596946,6
Blythwick,Westridinge,Secondary,Dec,2018,36,2018-12-01,M,201.22,67632.85215124469,29.607599900338062,11
Blythwick,Westridinge,Secondary,Dec,2018,36,2018-12-01,F,201.22,67632.85215124469,29.607599900338062,8
Harrowden,Westridinge,Primary,Jan,2016,1,2016-01-01,M,1.05,248297,22.37580721215557,48
Harrowden,Westridinge,Primary,Jan,2016,1,2016-01-01,F,1.05,248297,22.37580721215557,33
Harrowden,Westridinge,Primary,Feb,2016,2,2016-02-01,M,1.2,243556.03274360855,11.178172097295299,105
Harrowden,Westridinge,Primary,Feb,2016,2,2016-02-01,F,1.2,243556.03274360855,11.178172097295299,70
Harrowden,Westridinge,Primary,Mar,2016,3,2016-03-01,M,1.1,255450.37844217406,-0.7253350058159957,78
Harrowden,Westridinge,Primary,Mar,2016,3,2016-03-01,F,1.1,255450.37844217406,-0.7253350058159957,53
Harrowden,Westridinge,Primary,Apr,2016,4,2016-04-01,M,0.84,256885.2009484713,-6.290789487583533,18
Harrowden,Westridinge,Primary,Apr,2016,4,2016-04-01,F,0.84,256885.2009484713,-6.290789487583533,12
Harrowden,Westridinge,Primary,May,2016,5,2016-05-01,M,0.9,244876.9241797673,-3.7080057021380184,115
Harrowden,Westridinge,Primary,May,2016,5,2016-05-01,F,0.9,244876.9241797673,-3.7080057021380184,78
Harrowden,Westridinge,Primary,Jun,2016,6,2016-06-01,M,1.04,243235.02486630876,-0.062083701621888476,70
Harrowden,Westridinge,Primary,Jun,2016,6,2016-06-01,F,1.04,243235.02486630876,-0.062083701621888476,48
Harrowden,Westridinge,Primary,Jul,2016,7,2016-07-01,M,1.43,245701.75308724315,11.803773032005974,55
Harrowden,Westridinge,Primary,Jul,2016,7,2016-07-01,F,1.43,245701.75308724315,11.803773032005974,37
Harrowden,Westridinge,Primary,Aug,2016,8,2016-08-01,M,3,255065.39148279492,23.825144720743417,52
Harrowden,Westridinge,Primary,Aug,2016,8,2016-08-01,F,3,255065.39148279492,23.825144720743417,36
Harrowden,Westridinge,Primary,Sep,2016,9,2016-09-01,M,3.41,250425.15231665687,28.000007884919466,254
Harrowden,Westridinge,Primary,Sep,2016,9,2016-09-01,F,3.41,250425.15231665687,28.000007884919466,170
Harrowden,Westridinge,Primary,Oct,2016,10,2016-10-01,M,6.49,244149.2812317402,34.288090379257525,48
Harrowden,Westridinge,Primary,Oct,2016,10,2016-10-01,F,6.49,244149.2812317402,34.288090379257525,33
Harrowden,Westridinge,Primary,Nov,2016,11,2016-11-01,M,7.27,255228.14424050588,35.25043995358276,73
Harrowden,Westridinge,Primary,Nov,2016,11,2016-11-01,F,7.27,255228.14424050588,35.25043995358276,49
Harrowden,Westridinge,Primary,Dec,2016,12,2016-12-01,M,5.4,254067.77015749636,28.35009954954818,46
Harrowden,Westridinge,Primary,Dec,2016,12,2016-12-01,F,5.4,254067.77015749636,28.35009954954818,32
Harrowden,Westridinge,Primary,Jan,2017,13,2017-01-01,M,4.17,255519.886656669,22.71563843486268,154
Harrowden,Westridinge,Primary,Jan,2017,13,2017-01-01,F,4.17,255519.886656669,22.71563843486268,104
Harrowden,Westridinge,Primary,Feb,2017,14,2017-02-01,M,2.06,251839.83938429077,9.809298977218724,39
Harrowden,Westridinge,Primary,Feb,2017,14,2017-02-01,F,2.06,251839.83938429077,9.809298977218724,26
Harrowden,Westridinge,Primary,Mar,2017,15,2017-03-01,M,1.61,254438.49193341384,5.745401067271469,138
Harrowden,Westridinge,Primary,Mar,2017,15,2017-03-01,F,1.61,254438.49193341384,5.745401067271469,92
Harrowden,Westridinge,Primary,Apr,2017,16,2017-04-01,M,0.68,255095.63307826754,-5.469497307850276,277
Harrowden,Westridinge,Primary,Apr,2017,16,2017-04-01,F,0.68,255095.63307826754,-5.469497307850276,185
Harrowden,Westridinge,Primary,May,2017,17,2017-05-01,M,0.64,259026.08273469296,-6.301174277444976,200
Harrowden,Westridinge,Primary,May,2017,17,2017-05-01,F,0.64,259026.08273469296,-6.301174277444976,134
Harrowden,Westridinge,Primary,Jun,2017,18,2017-06-01,M,1.2,258709.94348585402,1.4536352586073975,149
Harrowden,Westridinge,Primary,Jun,2017,18,2017-06-01,F,1.2,258709.94348585402,1.4536352586073975,100
Harrowden,Westridinge,Primary,Jul,2017,19,2017-07-01,M,3.19,243341.97496717662,10.68275589702528,32
Harrowden,Westridinge,Primary,Jul,2017,19,2017-07-01,F,3.19,243341.97496717662,10.68275589702528,22
Harrowden,Westridinge,Primary,Aug,2017,20,2017-08-01,M,7.38,255194.26359036646,19.998761352516606,22
Harrowden,Westridinge,Primary,Aug,2017,20,2017-08-01,F,7.38,255194.26359036646,19.998761352516606,16
Harrowden,Westridinge,Primary,Sep,2017,21,2017-09-01,M,20.31,240989.69801961095,29.0400301949541,51
Harrowden,Westridinge,Primary,Sep,2017,21,2017-09-01,F,20.31,240989.69801961095,29.0400301949541,35
Harrowden,Westridinge,Primary,Oct,2017,22,2017-10-01,M,33.9,254139.8982160778,32.063027991795536,67
Harrowden,Westridinge,Primary,Oct,2017,22,2017-10-01,F,33.9,254139.8982160778,32.063027991795536,45
Harrowden,Westridinge,Primary,Nov,2017,23,2017-11-01,M,29.02,244490.6843602627,28.478633015653664,86
Harrowden,Westridinge,Primary,Nov,2017,23,2017-11-01,F,29.02,244490.6843602627,28.478633015653664,58
